method	path	tags	operationId	deprecated	summary
put	/travelExpense/:createVouchers	travelExpense	TravelExpenseCreateVouchers_createVouchers	false	Create vouchers
put	/travelExpense/:deliver	travelExpense	TravelExpenseDeliver_deliver	false	Deliver travel expenses.
put	/travelExpense/:unapprove	travelExpense	TravelExpenseUnapprove_unapprove	false	Unapprove travel expenses.
put	/travelExpense/:undeliver	travelExpense	TravelExpenseUndeliver_undeliver	false	Undeliver travel expenses.
get	/travelExpense/accommodationAllowance	travelExpense/accommodationAllowance	TravelExpenseAccommodationAllowance_search	false	Find accommodation allowances corresponding with sent data.
post	/travelExpense/accommodationAllowance	travelExpense/accommodationAllowance	TravelExpenseAccommodationAllowance_post	false	Create accommodation allowance.
delete	/travelExpense/accommodationAllowance/{id}	travelExpense/accommodationAllowance	TravelExpenseAccommodationAllowance_delete	false	Delete accommodation allowance.
get	/travelExpense/accommodationAllowance/{id}	travelExpense/accommodationAllowance	TravelExpenseAccommodationAllowance_get	false	Get travel accommodation allowance by ID.
put	/travelExpense/accommodationAllowance/{id}	travelExpense/accommodationAllowance	TravelExpenseAccommodationAllowance_put	false	Update accommodation allowance.
get	/travelExpense/cost	travelExpense/cost	TravelExpenseCost_search	false	Find costs corresponding with sent data.
post	/travelExpense/cost	travelExpense/cost	TravelExpenseCost_post	false	Create cost.
put	/travelExpense/cost/list	travelExpense/cost	TravelExpenseCostList_putList	false	Update costs.
delete	/travelExpense/cost/{id}	travelExpense/cost	TravelExpenseCost_delete	false	Delete cost.
get	/travelExpense/cost/{id}	travelExpense/cost	TravelExpenseCost_get	false	Get cost by ID.
put	/travelExpense/cost/{id}	travelExpense/cost	TravelExpenseCost_put	false	Update cost.
get	/travelExpense/costCategory	travelExpense/costCategory	TravelExpenseCostCategory_search	false	Find cost category corresponding with sent data.
get	/travelExpense/costCategory/{id}	travelExpense/costCategory	TravelExpenseCostCategory_get	false	Get cost category by ID.
post	/travelExpense/costParticipant	travelExpense/costParticipant	TravelExpenseCostParticipant_post	false	Create participant on cost.
post	/travelExpense/costParticipant/createCostParticipantAdvanced	travelExpense/costParticipant	TravelExpenseCostParticipantCreateCostParticipantAdvanced_createCostParticipantAdvanced	false	Create participant on cost using explicit parameters
delete	/travelExpense/costParticipant/list	travelExpense/costParticipant	TravelExpenseCostParticipantList_deleteList	false	Delete cost participants.
post	/travelExpense/costParticipant/list	travelExpense/costParticipant	TravelExpenseCostParticipantList_postList	false	Create participants on cost.
get	/travelExpense/costParticipant/{costId}/costParticipants	travelExpense/costParticipant	TravelExpenseCostParticipantCostParticipants_getCostParticipants	false	Get cost's participants by costId.
delete	/travelExpense/costParticipant/{id}	travelExpense/costParticipant	TravelExpenseCostParticipant_delete	false	Delete cost participant.
get	/travelExpense/costParticipant/{id}	travelExpense/costParticipant	TravelExpenseCostParticipant_get	false	Get cost participant by ID.
post	/travelExpense/drivingStop	travelExpense/drivingStop	TravelExpenseDrivingStop_post	false	Create mileage allowance driving stop.
delete	/travelExpense/drivingStop/{id}	travelExpense/drivingStop	TravelExpenseDrivingStop_delete	false	Delete mileage allowance stops.
get	/travelExpense/drivingStop/{id}	travelExpense/drivingStop	TravelExpenseDrivingStop_get	false	Get driving stop by ID.
get	/travelExpense/mileageAllowance	travelExpense/mileageAllowance	TravelExpenseMileageAllowance_search	false	Find mileage allowances corresponding with sent data.
post	/travelExpense/mileageAllowance	travelExpense/mileageAllowance	TravelExpenseMileageAllowance_post	false	Create mileage allowance.
delete	/travelExpense/mileageAllowance/{id}	travelExpense/mileageAllowance	TravelExpenseMileageAllowance_delete	false	Delete mileage allowance.
get	/travelExpense/mileageAllowance/{id}	travelExpense/mileageAllowance	TravelExpenseMileageAllowance_get	false	Get mileage allowance by ID.
put	/travelExpense/mileageAllowance/{id}	travelExpense/mileageAllowance	TravelExpenseMileageAllowance_put	false	Update mileage allowance.
get	/travelExpense/passenger	travelExpense/passenger	TravelExpensePassenger_search	false	Find passengers corresponding with sent data.
post	/travelExpense/passenger	travelExpense/passenger	TravelExpensePassenger_post	false	Create passenger.
delete	/travelExpense/passenger/list	travelExpense/passenger	TravelExpensePassengerList_deleteList	false	Delete passengers.
post	/travelExpense/passenger/list	travelExpense/passenger	TravelExpensePassengerList_postList	false	Create passengers.
delete	/travelExpense/passenger/{id}	travelExpense/passenger	TravelExpensePassenger_delete	false	Delete passenger.
get	/travelExpense/passenger/{id}	travelExpense/passenger	TravelExpensePassenger_get	false	Get passenger by ID.
put	/travelExpense/passenger/{id}	travelExpense/passenger	TravelExpensePassenger_put	false	Update passenger.
get	/travelExpense/paymentType	travelExpense/paymentType	TravelExpensePaymentType_search	false	Find payment type corresponding with sent data.
get	/travelExpense/paymentType/{id}	travelExpense/paymentType	TravelExpensePaymentType_get	false	Get payment type by ID.
get	/travelExpense/perDiemCompensation	travelExpense/perDiemCompensation	TravelExpensePerDiemCompensation_search	false	Find per diem compensations corresponding with sent data.
post	/travelExpense/perDiemCompensation	travelExpense/perDiemCompensation	TravelExpensePerDiemCompensation_post	false	Create per diem compensation.
delete	/travelExpense/perDiemCompensation/{id}	travelExpense/perDiemCompensation	TravelExpensePerDiemCompensation_delete	false	Delete per diem compensation.
get	/travelExpense/perDiemCompensation/{id}	travelExpense/perDiemCompensation	TravelExpensePerDiemCompensation_get	false	Get per diem compensation by ID.
put	/travelExpense/perDiemCompensation/{id}	travelExpense/perDiemCompensation	TravelExpensePerDiemCompensation_put	false	Update per diem compensation.
get	/travelExpense/rate	travelExpense/rate	TravelExpenseRate_search	false	Find rates corresponding with sent data.
get	/travelExpense/rate/{id}	travelExpense/rate	TravelExpenseRate_get	false	Get travel expense rate by ID.
get	/travelExpense/rateCategory	travelExpense/rateCategory	TravelExpenseRateCategory_search	false	Find rate categories corresponding with sent data.
get	/travelExpense/rateCategory/{id}	travelExpense/rateCategory	TravelExpenseRateCategory_get	false	Get travel expense rate category by ID.
get	/travelExpense/rateCategoryGroup	travelExpense/rateCategoryGroup	TravelExpenseRateCategoryGroup_search	false	Find rate categoriy groups corresponding with sent data.
get	/travelExpense/rateCategoryGroup/{id}	travelExpense/rateCategoryGroup	TravelExpenseRateCategoryGroup_get	false	Get travel report rate category group by ID.
get	/travelExpense/settings	travelExpense/settings	TravelExpenseSettings_get	false	Get travel expense settings of logged in company.
get	/travelExpense/zone	travelExpense/zone	TravelExpenseZone_search	false	Find travel expense zones corresponding with sent data.
get	/travelExpense/zone/{id}	travelExpense/zone	TravelExpenseZone_get	false	Get travel expense zone by ID.
delete	/travelExpense/{id}	travelExpense	TravelExpense_delete	false	Delete travel expense.
get	/travelExpense/{id}	travelExpense	TravelExpense_get	false	Get travel expense by ID.
put	/travelExpense/{id}	travelExpense	TravelExpense_put	false	Update travel expense.
put	/travelExpense/{id}/convert	travelExpense	TravelExpenseConvert_convert	false	Convert travel to/from employee expense.
delete	/travelExpense/{travelExpenseId}/attachment	travelExpense	TravelExpenseAttachment_deleteAttachment	false	Delete attachment.
get	/travelExpense/{travelExpenseId}/attachment	travelExpense	TravelExpenseAttachment_downloadAttachment	false	Get attachment by travel expense ID.
post	/travelExpense/{travelExpenseId}/attachment	travelExpense	TravelExpenseAttachment_uploadAttachment	false	Upload attachment to travel expense.
post	/travelExpense/{travelExpenseId}/attachment/list	travelExpense	TravelExpenseAttachmentList_uploadAttachments	false	Upload multiple attachments to travel expense.
post	/userLicense/export	userLicense	UserLicenseExport_export	false	Export the user licenses table to a specific format
get	/vatReturns/comment	vatReturns/comment	VatReturnsComment_query	false	[BETA] - Get all structured comments related to a given vatCode
get	/vatReturns/comment/>all	vatReturns/comment	VatReturnsCommentAll_all	false	[BETA] - Get all structured comments available
get	/vatTermSizeSettings	vatTermSizeSettings	VatTermSizeSettings_query	false	Search for VatTermSizeSettings
post	/vatTermSizeSettings	vatTermSizeSettings	VatTermSizeSettings_post	false	Create VatTermSizeSettings
delete	/vatTermSizeSettings/{id}	vatTermSizeSettings	VatTermSizeSettings_delete	false	Delete VatTermSizeSettings
get	/vatTermSizeSettings/{id}	vatTermSizeSettings	VatTermSizeSettings_get	false	Get VatTermSizeSettings by ID. VatTermSizeSettings is used to define VAT term lengths.
put	/vatTermSizeSettings/{id}	vatTermSizeSettings	VatTermSizeSettings_put	false	Update VatTermSizeSettings.
get	/voucherApprovalListElement/{id}	voucherApprovalListElement	VoucherApprovalListElement_get	false	Get by ID.
get	/voucherInbox/emailAddress	voucherInbox	VoucherInboxEmailAddress_getEmailAddress	false	Get the email address for sending invoices and vouchers to the voucher inbox.
get	/voucherInbox/inboxCount	voucherInbox	VoucherInboxInboxCount_getInboxCount	false	Get count of items in the Voucher Inbox
get	/voucherMessage	voucherMessage	VoucherMessage_search	false	[BETA] Find voucherMessage (or a comment) put on a voucher by inputting voucher ids
post	/voucherMessage	voucherMessage	VoucherMessage_post	false	[BETA] Post new voucherMessage.
get	/voucherStatus	voucherStatus	VoucherStatus_search	false	Find voucherStatus corresponding with sent data. The voucherStatus is used to coordinate integration processes. Requires setup done by Tripletex, currently supports debt collection.
post	/voucherStatus	voucherStatus	VoucherStatus_post	false	Post new voucherStatus.
get	/voucherStatus/{id}	voucherStatus	VoucherStatus_get	false	Get voucherStatus by ID.
get	/yearEnd/enumType/businessActivityTypes	yearEnd/enumType	YearEndEnumTypeBusinessActivityTypes_getBusinessActivityTypes	false	Get business activity types
get	/yearEnd/penneo/casefiles	penneo	YearEndPenneoCasefiles_getCaseFiles	false	Get case files from Penneo for a specific year
post	/yearEnd/penneo/casefiles	penneo	YearEndPenneoCasefiles_createCaseFile	false	Create a new case file in Penneo
delete	/yearEnd/penneo/casefiles/{caseFileId}	penneo	YearEndPenneoCasefiles_deleteCaseFile	false	Delete a case file from Penneo
post	/yearEnd/penneo/casefiles/{caseFileId}/activate	penneo	YearEndPenneoCasefilesActivate_activateCaseFile	false	Fully activate a case file for signing (links signers, configures emails, and activates)
delete	/yearEnd/penneo/casefiles/{caseFileId}/signers/{signerId}	penneo	YearEndPenneoCasefilesSigners_deleteSigner	false	Delete a signer from a case file
post	/yearEnd/penneo/casefiles/{caseFileId}/signers/{signerId}/reactivate	penneo	YearEndPenneoCasefilesSignersReactivate_reactivateSigner	false	Reactivate a signer in a case file
post	/yearEnd/penneo/casefiles/{caseFileId}/signers/{signerId}/resend	penneo	YearEndPenneoCasefilesSignersResend_resendSignLink	false	Resend a sign link to a specific signer
post	/yearEnd/penneo/documents	penneo	YearEndPenneoDocuments_createDocument	false	Add a document to an existing case file
delete	/yearEnd/penneo/documents/{documentId}	penneo	YearEndPenneoDocuments_deleteDocument	false	Delete a document from a case file
put	/yearEnd/penneo/documents/{documentId}	penneo	YearEndPenneoDocuments_updateDocument	false	Update an existing document in a case file
get	/yearEnd/penneo/documents/{documentId}/download	penneo	YearEndPenneoDocumentsDownload_downloadDocument	false	Download a document from Penneo
get	/yearEnd/penneo/recipients	penneo	YearEndPenneoRecipients_getRecipients	false	Get all recipients for a case file
post	/yearEnd/penneo/recipients	penneo	YearEndPenneoRecipients_postRecipients	false	Add a copy recipient to a case file
delete	/yearEnd/penneo/recipients/{id}	penneo	YearEndPenneoRecipients_deleteRecipients	false	Delete a recipient from a case file
get	/yearEnd/penneo/session	penneo	YearEndPenneoSession_authenticateAndListCaseFiles	false	Authenticate and get case files from Penneo for a specific year
post	/yearEnd/penneo/signature-lines	penneo	YearEndPenneoSignature-lines_createAndLinkSignatureLine	false	Create signature line, link signer, and configure email in one operation
post	/yearEnd/penneo/sync	penneo	YearEndPenneoSync_sync	false	Synchronize database with current Penneo casefile state
post	/yearEnd/penneo/updateCompletedStatus	penneo	YearEndPenneoUpdateCompletedStatus_updateCompletedStatus	false	Update completed status for current company's casefiles from global API
delete	/yearEnd/researchAndDevelopment2024	internal,researchAndDevelopment2024,yearEnd	YearEndResearchAndDevelopment2024_deleteResearchAndDevelopment2024	false	Delete ResearchAndDevelopment 2024
post	/yearEnd/researchAndDevelopment2024	internal,researchAndDevelopment2024,yearEnd	YearEndResearchAndDevelopment2024_postResearchAndDevelopment2024	false	Create ResearchAndDevelopment 2024
put	/yearEnd/researchAndDevelopment2024	internal,researchAndDevelopment2024,yearEnd	YearEndResearchAndDevelopment2024_putResearchAndDevelopment2024	false	Update ResearchAndDevelopment 2024
get	/yearEnd/{yearEndReportId}/researchAndDevelopment2024	internal,researchAndDevelopment2024,yearEnd	YearEndResearchAndDevelopment2024_get	false	Get ResearchAndDevelopment by corresponding data 2024
